Total_Square_Footage,Bedrooms,Bathrooms,Age_of_Property,Floor_Number,Furnishing_Status,Neighborhood,Distance_to_City_Center_km,Proximity_to_Public_Transport_km,Crime_Index,Air_Quality_Index,Neighborhood_Growth_Rate_%,Price_per_SqFt,Annual_Property_Tax,Estimated_Rental_Yield_%,Current_Market_Price,Investment_Grade
1267.1351232148716,5,3,16,5,,Downtown,3.9776403451814786,0.1,52.0,287.0,15.587554991488325,8768.931185484998,208878.39628129997,6.151790847555101,11111420.698182262,1
1620.981135783017,5,2,34,23,Semi-furnished,Downtown,6.88537756713061,1.6737850366677258,46.0,94.0,14.540028662925675,7568.0524606304525,151377.2805530614,5.091586995634759,12267670.273298208,1
543.359877671101,4,1,4,19,Unfurnished,Residential,9.69651100889997,1.015693344230028,83.0,219.0,9.764143339403052,9661.916728123158,94649.55399971691,5.749520537833128,5249897.891461364,0
637.5410837434836,5,1,31,24,Fully-furnished,Suburban,8.04298554564757,2.95650734499866,34.0,120.0,4.645677362073991,7510.817359882301,85489.80969374368,7.0833006650828025,4788454.639418732,0
1218.8562353795137,1,4,2,1,Fully-furnished,Suburban,33.41018444913724,0.1,97.0,202.0,2.7600499530729294,2122.96844508385,44600.46709453391,9.463580860450218,2587593.3268044014,0
993.5844398327881,5,1,34,8,Fully-furnished,IT Hub,1.1904630338310542,1.0272944299650508,30.0,276.0,6.450473019941141,10269.191290274322,60414.25277075633,6.767074706048248,10203308.67568296,1
1657.1236662976369,2,4,13,20,Unfurnished,Residential,4.493261093741515,3.2096314174527847,50.0,285.0,11.012853785664628,5162.234522447901,74475.13472392785,8.856927538538937,8554460.998127097,1
1045.9879622393946,4,2,30,5,Semi-furnished,Downtown,4.42472728358667,1.4792086481605933,82.0,,15.306588317247751,7355.4900318335385,139512.51972759387,8.902239290420006,7693754.029669743,0
793.8481493323543,2,1,30,2,Semi-furnished,Residential,4.3172748423322425,1.597187582063665,51.0,78.0,9.669788137643199,7933.589497741094,116418.89287274097,6.150661406786074,6298065.34034437,1
2232.824384460777,5,2,16,19,Fully-furnished,Suburban,8.720354202229053,0.2044302285045797,51.0,256.0,12.674891176924946,6325.200651620286,167655.33713866037,4.779757131980973,14123062.251544971,1
1387.1118497567322,1,1,23,5,Unfurnished,Suburban,5.384059791188013,0.2838889237543961,11.0,98.0,7.01877005524879,5720.681765923573,92053.55123570307,7.116590986656648,7935225.466199856,1
1533.764102343962,3,1,22,6,Semi-furnished,Industrial,5.829076764495862,2.2602034679649483,77.0,155.0,10.4910765009102,32071.943159344824,375183.58110560774,5.567018735318742,49190795.110219084,0
787.6259068932716,5,4,17,0,Semi-furnished,Industrial,4.530086427888695,2.2481471202850947,17.0,242.0,11.29342731790869,12445.211137440621,191398.77154510532,2.651526938575463,9802170.708604913,1
1227.8086377374086,1,2,13,22,Unfurnished,IT Hub,38.331478630122795,7.736337075230777,70.0,82.0,0.08162289658988708,3754.5311782347394,37787.261674337715,5.022472803459469,4609845.811291023,0
1555.461294854933,4,1,14,0,Unfurnished,Residential,21.00012212760284,2.4892631525684257,23.0,141.0,6.346244790493959,4672.395100427351,57153.802836120696,9.9525771043946,7267729.732984573,1
924.5032112888485,2,3,14,4,Semi-furnished,Industrial,2.9421666599184206,1.3594493177398632,86.0,188.0,11.79880153711148,10447.758513357274,144024.51250612122,2.3880949602102977,9658986.296369206,0
1687.849009172836,2,2,5,5,Fully-furnished,Industrial,0.9466107886930221,3.8944115054445345,30.0,269.0,9.09787334254626,6282.1947015517635,91641.59555126364,7.573335295207413,10603396.102444984,1
1199.6806550405975,2,2,26,12,Fully-furnished,Residential,14.648896552631093,0.22068578268667413,33.0,179.0,3.213939807396268,3422.6380724775,78350.33046195182,8.729509640569976,4106072.684756695,0
1354.1531251033616,4,2,14,1,Semi-furnished,Suburban,40.0,1.1931149880608198,59.0,168.0,-1.720489502909425,3341.820444290362,23367.050367165793,7.18980722780303,4525336.598170098,0
1199.1466938853016,1,4,35,14,Unfurnished,IT Hub,2.7693726011811943,0.6768538020643928,91.0,142.0,6.536877018791975,6939.5166009532,42325.62839331552,6.55798584930632,8321498.389195196,0
2426.139092254469,4,3,7,14,Unfurnished,IT Hub,3.5426561993385337,0.22105391514620737,,172.0,7.713657228424484,4561.575566621996,139147.2847072772,7.66043533583006,11067016.804454453,1
1493.2513876310331,2,2,14,12,Fully-furnished,IT Hub,22.72806181390128,2.883631771948541,73.0,,4.464308200686618,5485.050117183971,100915.35689193028,5.434741898397245,8190558.698710727,0
971.1445355220499,5,1,2,24,Fully-furnished,Industrial,9.934214804026288,1.4299351688329178,,60.0,8.572339748111977,10190.10883112822,73730.2658250596,2.730893898471014,9896068.507725153,0
1911.2724560515944,3,1,12,13,,Suburban,2.803706571778318,1.62732713638188,35.0,137.0,10.025546988931579,5778.995433466223,137157.44423876097,9.698974034427053,11045234.795631938,2
889.5781750144889,4,4,33,21,Fully-furnished,IT Hub,6.959962583475494,1.0595248908552446,41.0,188.0,10.682748682904931,9360.868609307949,93056.03814919364,5.458406159873569,8327224.414018583,1
1604.4317975023778,4,1,23,6,Unfurnished,Residential,23.092093170232975,1.233621674950096,66.0,43.0,-1.423675699729289,4136.967090711661,121830.59463668348,7.3231138973441405,6637481.545558692,0
520.1649380601123,1,2,39,13,Fully-furnished,IT Hub,13.362557583709899,0.24663577045820975,62.0,151.0,2.742859608767519,2422.1238126123617,6474.405165016674,6.250483495114362,1259903.882961432,0
,1,1,31,23,Semi-furnished,Downtown,10.833180062224802,2.2350876755624416,42.0,244.0,6.7815094065810575,4335.861459893057,71197.42925145217,2.4373845758204364,3624376.839346416,1
1598.4306179345617,4,2,31,9,Unfurnished,Suburban,10.68469778440864,1.1328435510469288,61.0,54.0,10.288692524149853,7413.403657704182,170233.10429679818,9.621972807940308,11849811.389582435,1
1869.2332899977052,2,1,29,16,Semi-furnished,Downtown,1.5683168771841802,3.393999679674873,27.0,198.0,9.956936054200142,5938.913328613843,80790.77240977307,8.340297808914586,11101214.500256076,1
1585.6841405949854,3,3,12,13,Unfurnished,Suburban,13.929195774671765,0.43702657545526336,44.0,132.0,9.887479791506703,8179.042121567499,73943.6108665011,3.1927831557551594,12969377.377427945,1
1442.1758588058797,1,4,0,7,Unfurnished,Residential,2.5850220559083392,0.4589649332541213,21.0,69.0,6.4663282321242725,8805.920385426134,166005.0207907318,9.853191010306134,12699685.794428138,1
1349.4481522053557,2,4,33,3,Semi-furnished,Industrial,21.31609418569713,2.0755588398346765,60.0,264.0,6.689466250760157,7116.9018108692635,81857.33972497034,7.895210977373663,9603889.998104477,1
760.7390048162863,5,3,14,15,Semi-furnished,Industrial,3.6285079796455304,3.7416498133376423,98.0,118.0,5.086682926313037,6950.075320068105,50320.77342547478,5.778573203426471,5287193.382386843,0
1140.0778958026458,1,3,13,23,Fully-furnished,Suburban,15.596316052066415,1.2780675196878988,19.0,129.0,11.072776512423392,3772.5910109431934,37320.11482504672,6.890960452476586,4301047.621480092,2
1269.6806145201062,2,4,28,12,Unfurnished,IT Hub,2.476515307185471,2.596229038145773,61.0,173.0,4.318044849041687,5783.795517303129,108336.68339795405,2.85389345611678,7343573.046668072,0
2028.561113109458,2,3,33,21,Unfurnished,Downtown,5.78105179949348,14.61623135588922,43.0,111.0,11.400145580758279,7545.019424573293,203608.50197305725,6.483292080124888,15305533.00234488,1
1671.8091447842307,3,2,17,24,,Residential,0.9043220628315856,9.264186713279217,76.0,106.0,8.831412952550584,9356.254060745674,96504.34372539562,2.5892885761364752,15641871.099679211,0
,3,1,6,19,Unfurnished,IT Hub,8.63327549784803,2.727788986379181,48.0,88.0,7.819822086179386,9893.177182798965,78918.77418794014,6.3588420569544155,6118731.455501976,1
1662.0419846973975,5,4,28,17,Unfurnished,Industrial,14.466978825518867,2.690968974075126,17.0,258.0,5.373158400894134,6794.982672732198,190497.80840269543,6.421565510102283,11293546.48737225,1
1307.4588597918419,2,3,30,13,Semi-furnished,IT Hub,10.139484569182061,0.5690245689477605,38.0,120.0,2.5778325553434946,2911.1978154411686,23667.086586401063,8.995510281285952,3806271.376405211,0
1161.5389998470207,2,2,24,17,Semi-furnished,Downtown,5.926247126809514,3.585996050369125,31.0,30.0,5.409388974487817,7863.152790128377,167561.37045897386,7.800460002178352,9133358.627490025,1
1805.838144420434,3,4,37,4,Fully-furnished,Industrial,0.5,1.0387310605293971,93.0,298.0,6.679972525500455,13694.566861377012,338175.19283525896,3.9964191377209604,24730171.20959063,0
2015.4997612479756,1,3,13,8,Fully-furnished,Suburban,21.67733291485908,6.540017730869038,79.0,226.0,-1.476097246325006,1979.1225977916577,76824.09600404256,9.107409137502856,3988921.1233295593,0
1965.6400595580992,1,4,7,2,Semi-furnished,Residential,9.779526302582951,0.16986929966803013,70.0,107.0,7.210579378661343,7493.020112876316,106371.55026569993,6.585941318784046,14728580.500944236,0
1080.3912383886807,4,3,26,7,Unfurnished,Residential,10.959093281042405,1.1448360672340276,52.0,170.0,11.697429472104023,8111.5177094987985,174426.34547020053,6.85103582859227,8763612.663377121,1
1345.3938120743928,3,4,1,19,Unfurnished,Industrial,12.665506754306787,1.6231430381898813,58.0,100.0,10.26887162173549,5112.382445109607,100862.09084738944,3.3518509537774266,6878167.706608219,1
,4,2,16,21,Fully-furnished,Suburban,11.018468466832545,1.0389128816444613,38.0,79.0,6.01517649703397,5888.0196046037,132519.912240804,8.862188767752912,9807272.196101788,1
1987.7725635611796,3,2,36,9,Semi-furnished,Downtown,4.654509075165296,0.4729115098934532,90.0,109.0,8.187745193660911,4183.37734914839,105850.92322762516,9.447720920132351,8315602.717660467,0
1260.412881077355,5,1,13,21,,Residential,10.582706283559084,1.7978276216996896,40.0,264.0,5.775341722312001,7885.369711102135,53220.556678274705,8.199925195959265,9938821.555930352,1
1407.1705116680914,2,4,24,18,Fully-furnished,Industrial,7.847205517793157,2.8205013895863678,62.0,184.0,8.595042933342784,5225.3199689491885,140400.90401544818,9.52601962116005,7352916.174335725,1
946.8325129969859,5,1,29,20,Fully-furnished,Residential,15.394084303807649,2.0703658674696266,43.0,89.0,14.160431294976126,10496.477091403127,145696.2047998575,4.418399232978767,9938405.782068515,1
901.8966879596646,3,4,28,2,Fully-furnished,Suburban,12.974505989530124,0.5343184909743904,47.0,62.0,11.873995210499505,6765.20255065707,38893.47272734799,8.88895334690217,6101513.773813887,1
1906.2629111970991,2,3,19,10,Semi-furnished,Downtown,0.5,2.6306129466224166,66.0,156.0,10.083177222771011,6656.97005491311,67437.90080700463,5.91114514290994,12689935.116630578,1
2178.1200142854113,1,3,20,10,Unfurnished,Suburban,3.8099391557249036,0.593843402773484,13.0,250.0,6.028460350465127,3712.3143177422244,46588.77618931767,3.3113376235486793,8085866.114792631,1
1463.994939209833,1,1,21,16,Fully-furnished,IT Hub,0.5,0.38523442225669985,11.0,,10.999753571779355,5863.590291418918,121389.56723214519,7.350404792267209,8584266.512237206,2
2001.7664489460121,4,4,34,15,Semi-furnished,Suburban,0.8613491944992002,2.3466803902560835,21.0,155.0,1.2524921945077878,7072.909511905985,201192.90085767585,7.472962165647031,14158312.957364514,0
1680.818012523817,3,1,36,6,,Suburban,7.358590165770449,3.700310541374477,44.0,70.0,6.990586072036438,7408.494407351393,155591.99067728932,4.295396110053521,12452330.845558183,1
1177.4401226974378,3,2,15,3,Semi-furnished,Residential,16.560482025549327,1.313782669249022,79.0,114.0,10.3348456792958,5246.791030896654,59315.89811787778,2.2199466530205605,6177782.275186772,0
1680.697802754207,1,1,16,22,Semi-furnished,Suburban,1.0210740280385004,1.5159764789722514,81.0,118.0,10.961684856191006,6628.895226111516,144569.3878820819,3.5987780726845067,11141169.641213479,0
2269.0182832329847,5,1,15,18,Fully-furnished,Industrial,4.798555898007762,0.721215536072678,30.0,71.0,10.679537960862964,8720.983926131885,252189.62377480912,5.198220381391094,19788071.976174224,1
1482.0869804450242,2,3,1,11,Semi-furnished,Residential,19.342073711220017,1.3648814598294003,70.0,149.0,9.179322756838777,5258.272787206247,41235.73344282718,3.3405032884789483,7793217.637546748,0
2282.3218279070034,5,1,3,14,Unfurnished,Residential,13.469024861905126,0.28308795394062125,44.0,,7.2171000836644685,4683.839194248329,98744.20370531257,3.5522395859168334,10690028.43143931,1
300.0,5,4,20,10,Fully-furnished,IT Hub,5.866220255662496,6.239456474815435,57.0,182.0,10.151903879305955,16021.88111571215,27867.40315495174,5.131125315058156,4806564.334713645,1
1910.951252187612,1,3,38,4,Fully-furnished,Industrial,11.812254098372527,3.2224856171251752,24.0,119.0,4.188555837654798,5624.52862336903,198866.6497848361,9.694292914468484,10748200.015792115,0
1543.5235341190855,1,1,33,4,,Suburban,5.916776087533379,2.205078342511275,80.0,133.0,4.621290946827001,2889.654803630036,70821.40227160958,8.113948123261187,4460250.1948832255,0
1350.4963247670662,1,2,29,14,Unfurnished,IT Hub,1.376679479878269,1.5452223887172523,24.0,41.0,8.246938705841186,5714.124732875776,153888.40611374067,4.557987209812513,7716904.45100933,1
1545.8803882677512,4,1,5,17,Unfurnished,Industrial,1.0658388256207558,3.142061370025541,15.0,189.0,8.69279057083499,8273.4285956015,121918.99269628976,9.612832551348387,12789731.009673962,1
506.21554269955357,5,1,16,10,Semi-furnished,IT Hub,1.6696682355556904,1.3654325030422236,90.0,225.0,0.6975392857414144,11122.832684344217,102348.14159615817,7.165174338069861,5630550.78366164,0
1390.164056081244,3,1,38,11,Unfurnished,Downtown,3.457620247267334,0.7132753411368791,77.0,291.0,9.820585523798075,6462.256036763547,126181.91952966493,5.643597157121121,8983596.063502718,0
1678.5562857558732,2,3,24,1,Unfurnished,Suburban,21.334797861744743,0.3495980089459898,31.0,120.0,11.090913511677574,4082.771864551204,80845.94173950629,5.746401591641177,6853162.37654965,1
2238.947022370758,4,4,4,19,Semi-furnished,IT Hub,12.862650176322113,2.085894982646514,41.0,226.0,7.690859050134819,6549.5918422455225,122278.75882911881,5.285955742683135,14664189.15293942,1
1240.8648908631762,3,2,4,14,Semi-furnished,Downtown,4.5363684502613735,5.30217972283987,31.0,98.0,17.497865133135967,7902.900056442275,157647.03577031827,3.8639364203675175,9806431.216039833,1
1095.7531985534063,5,1,19,19,Semi-furnished,Suburban,5.4351647055545635,0.3335702772205358,36.0,249.0,5.268259574739256,6309.9255544891685,128340.68510695176,5.093057537709646,6914121.108965382,1
1249.1214782077318,1,4,15,3,Unfurnished,IT Hub,2.469714542758852,0.3969458902509956,24.0,243.0,6.555651346452522,6867.987107407732,73175.23649848298,6.2231710723471405,8578950.20791679,1
1957.701058851037,5,4,36,21,Semi-furnished,IT Hub,9.748711653368249,1.1369307777309245,53.0,175.0,6.419732375491162,8511.161209090107,127147.66672802178,6.224218805841768,16662309.311087577,1
1664.3755548298423,2,3,39,17,Fully-furnished,IT Hub,12.986902177252993,3.289087425297201,95.0,,7.69524955483593,7167.324745690315,184225.32310909798,8.093895217700144,11929120.100253975,0
1235.1198981164807,4,2,8,5,Unfurnished,IT Hub,2.1839735464650922,0.6960611968582896,18.0,263.0,6.685100748134836,6234.008707372229,151335.45125746902,4.870382857258821,7699748.199506841,1
1756.633716556678,4,3,4,22,Unfurnished,Residential,0.5,0.5858259252550847,43.0,243.0,2.372757821580513,8041.688473595895,229542.87922006103,7.734384234431619,14126301.110763757,0
1548.5387746740203,2,4,1,18,Semi-furnished,IT Hub,7.8229665222024805,1.9349906470383145,82.0,90.0,5.8138068150540985,4763.124839032818,68364.93318058635,6.624734710149477,7375883.50185527,0
1984.3224952664445,3,4,8,10,Fully-furnished,Residential,6.613650195590945,1.5340817194261498,24.0,107.0,7.609517216903695,5501.994353561139,123363.06215242005,9.694763236214676,10917731.164600328,1
1148.9734530613239,3,4,35,23,Semi-furnished,Residential,4.115070975016232,0.1242197229240921,71.0,124.0,12.91428832824799,9877.377655145188,122167.6410294422,5.082279408271861,11348844.71162293,0
1336.1689267011159,4,3,21,1,Unfurnished,Downtown,8.260213409047909,0.1700049247322151,54.0,245.0,16.80897309349165,10433.459639393208,247888.44152754222,9.209731714086322,13940864.568147434,1
1303.9459234339213,4,2,21,7,Unfurnished,Suburban,6.398972081606851,2.0601117138489484,93.0,242.0,13.341895591402618,6253.899432360855,135128.73271166006,8.565140378386316,8154746.670392651,0
768.2425259339407,1,1,21,10,Fully-furnished,Residential,2.30766246973035,1.2514391704425964,,229.0,4.898483881309574,3872.777898058913,41161.24774616031,7.101314276715655,2975232.6747859167,0
,3,3,33,4,Unfurnished,Industrial,4.056381827033043,7.079346522392659,67.0,60.0,5.216761557495338,5158.959709504005,77578.05234316387,7.236115733936938,8502275.853527663,1
1630.5276360899447,2,4,28,17,Semi-furnished,Residential,4.4705188465989405,2.2697108812751012,28.0,164.0,7.362685689962596,6721.793291809945,209006.64362757606,2.6771994768512855,10960069.726380117,1
1502.5567283212304,3,3,37,22,Semi-furnished,Industrial,16.978658361895153,0.1,25.0,112.0,15.138235555414344,8692.083743825178,193289.6163412597,9.601796844747458,13060348.912416112,2
1382.7064333124265,1,4,32,17,Unfurnished,Downtown,25.93391249073986,1.311775162115116,,76.0,7.338303791272426,2375.0340931042406,64225.189107896236,2.8554885079659513,3283974.919871578,0
792.3146289747929,4,1,17,13,,Industrial,17.87951341823068,1.0704003519237533,17.0,235.0,2.6899700378502773,5485.036944044932,59546.116818498434,6.505866469948057,4345875.011233992,0
,4,1,6,21,Semi-furnished,Downtown,10.160274783757089,0.225696647784089,42.0,106.0,5.9952914521878595,5795.566311543471,129441.02976581897,4.640566403593236,7474410.536451584,1
1328.6427417366153,1,2,0,9,Semi-furnished,Downtown,7.035673996169315,5.133331391732918,83.0,288.0,11.028224007277668,4269.155107439462,97542.13454252639,5.438815826318814,5672181.946847241,0
1098.8613653891905,2,4,32,2,Unfurnished,Downtown,9.350431939721227,3.269627332212097,27.0,121.0,10.759761107584348,8254.415964342106,91248.1955553496,6.881464086694536,9070458.797067298,2
1419.3571441669953,4,2,0,8,Unfurnished,Industrial,22.389388187930575,0.5229526794707184,44.0,129.0,7.199133334033376,7757.500018056073,214270.92597395604,9.270811023058574,11010663.071503483,1
1702.0254284072691,5,2,23,2,Semi-furnished,Industrial,2.3014430886798283,0.5913767654265799,52.0,224.0,10.733658694240123,6278.020868596777,56943.540085283064,5.660536988578412,10685351.158423206,1
2443.0929506052653,4,1,3,10,Semi-furnished,Downtown,6.127816506147732,0.1,59.0,221.0,-1.0926888101873278,4089.254721272671,165148.42766094633,9.901836442451529,9990429.38277056,0
1587.2889064159194,5,3,3,11,Unfurnished,Downtown,9.359354603322545,0.703993099647334,12.0,97.0,8.41531694013079,5692.910601654841,176057.33245669006,6.742496522811998,9036293.843224308,1
1628.7751953613822,1,3,17,11,Unfurnished,Suburban,9.096671412640418,1.7571327028049366,68.0,271.0,11.44274168547452,6055.798972893253,99460.17043754995,3.284431541137396,9863535.155143466,1
1462.7770421169164,1,2,26,2,Unfurnished,Downtown,2.325802489424386,1.0923647032103516,,119.0,4.668546899381859,4571.647281958789,98448.15914490615,3.5200743586500183,6687300.688705518,0
540.6143923504793,4,1,31,20,Fully-furnished,IT Hub,7.069262739750458,6.9640859649155145,55.0,39.0,4.6546458540148485,8015.097701588354,58207.73682315692,7.728888284714008,4333077.173573911,0
1486.7430622753916,3,4,32,6,Fully-furnished,Suburban,12.713676826424614,0.11542808302084409,73.0,293.0,0.5342073889460988,4473.927877536988,109236.32211334816,2.403182353947054,6651581.233048584,0
1530.1151049705131,5,3,27,13,Fully-furnished,Suburban,5.156059727187309,1.7901848192965184,79.0,297.0,14.359582379242777,6617.206764546451,182177.3556211497,5.842732609777815,10125088.023145583,0
2731.621056242643,2,2,35,23,Unfurnished,Suburban,12.61182006033627,3.90821951540432,56.0,147.0,5.119384091913734,6676.407215252417,256156.67949495584,3.185752878428133,18237414.52923381,1
1403.8195176094387,4,3,5,10,Fully-furnished,IT Hub,3.5688294275452463,1.310704630003085,,279.0,8.964173111448448,6046.239524296509,146318.02504524568,5.46574908142276,8487829.052349048,1
1650.7736711668063,2,3,15,6,Unfurnished,Suburban,22.34365427741464,0.1,16.0,88.0,10.415668165933498,7278.480366210373,116357.86638972105,7.999339376573756,12015123.754644617,2
1482.6441151473784,4,4,33,24,Semi-furnished,Suburban,6.1073287638805756,0.5562596808041356,83.0,224.0,14.048271796565812,7914.225397877627,98903.43719997512,5.670503425931473,11733979.712113183,0
915.660981190234,3,1,22,20,Fully-furnished,Industrial,7.249692597181711,0.7824410187052236,88.0,79.0,7.384408904057459,8658.461329877337,90857.46779917217,3.3076088718474157,7928215.19691318,0
2071.4114072575103,3,4,23,9,Unfurnished,Industrial,0.5,6.762465685387723,40.0,126.0,5.842280824886325,3969.264631538091,124694.95205420445,4.015402962853139,8221980.03619178,1
1875.966516343387,3,1,12,10,Semi-furnished,Downtown,1.4932311390109594,4.855690869687276,90.0,156.0,8.692270594282213,8024.819901384195,117554.5248845031,4.940316709217459,15054293.43468279,0
1895.5159735215234,3,3,17,14,Unfurnished,Downtown,8.017706279604718,5.958556969535735,60.0,275.0,13.136321106169149,4674.339223236281,134723.13472302802,2.5564894678913177,8860284.663302561,1
1045.3062726026305,1,2,12,18,Unfurnished,Residential,4.356029627890169,3.494625535552215,38.0,116.0,7.319309874396865,8801.151226235248,100383.81690000849,6.674701088648975,9199898.582908038,1
2201.3971554680497,1,4,36,15,Semi-furnished,IT Hub,5.676876202809002,0.8666422202863988,24.0,106.0,4.180523673663695,6481.180417312048,241603.12949730968,6.8602703302244015,14267652.13474597,0
799.0744686038596,5,1,38,21,Semi-furnished,Industrial,0.5203318686767469,4.726293403135975,99.0,233.0,1.8369687667385506,6553.571279021127,29077.479837688978,2.4972154170605396,5236791.487241324,0
,2,3,16,20,Fully-furnished,Downtown,14.372660095075119,8.00001581450218,85.0,175.0,3.114810461579099,4287.389514261533,115488.68123432949,5.218490569393296,7689126.746556938,0
2595.227812904989,4,1,14,19,Semi-furnished,IT Hub,12.278562932083538,0.8617852666068052,34.0,178.0,11.457565989626659,8314.56304467377,318220.7278786892,5.312005463077799,21578185.265689358,1
1004.7318374346557,4,1,17,11,,Suburban,1.6400126890178146,0.6037133610846948,70.0,140.0,6.717502094772754,9991.97536512777,191890.65743405305,4.67055654842081,10039255.76820664,0
1216.851135198614,1,1,22,17,Unfurnished,IT Hub,8.048177871485006,1.583356772848767,50.0,158.0,5.569916360317158,7555.795791515473,144354.89482895343,6.461917922648895,9194278.686234513,1
1549.8256825438207,4,3,29,22,Unfurnished,Industrial,13.643856204801052,0.4144227714537491,78.0,282.0,5.13613110726423,7490.745674820394,196714.96179714947,4.767659920480894,11609350.02824069,0
,1,2,33,12,,Residential,8.192213342115675,0.1,13.0,195.0,8.340183440800727,7594.907166514428,176040.92590779834,5.331274235822448,9480435.322965313,1
724.6682844669336,5,2,3,4,Unfurnished,Industrial,2.973126380755838,5.831299297632567,66.0,166.0,7.042179624937665,10308.801928165032,112996.55265317729,8.380188379532845,7470461.808192772,1
1534.2814874030137,2,2,2,3,Semi-furnished,Downtown,8.539494285406066,5.200382693704014,40.0,40.0,6.90747142512299,3980.339512913088,57114.16112521398,3.2968748434416115,6106961.22824128,1
968.8481431369476,5,1,6,13,Unfurnished,Downtown,1.8904559611249097,0.35503547628709786,12.0,,13.397295711242958,8398.951578916849,146850.8110405737,6.952917562427367,8137308.641530723,2
1736.7962153175908,3,3,17,7,Semi-furnished,IT Hub,3.0647966988757,1.0476199365045493,76.0,188.0,14.152065127446534,8150.081168299745,229505.01269730867,6.044755213526765,14155030.127634166,0
1040.2878828830985,3,1,6,8,Semi-furnished,Industrial,2.1962279898160446,3.5561429171664947,,245.0,1.5599133083640142,5945.3348344448805,70300.60498200053,4.4405730998347925,6184859.787955802,0
2274.96720250877,3,2,39,24,Unfurnished,Downtown,6.51213163304777,2.163512106159035,59.0,55.0,9.310370924571831,6555.618310386712,233519.6103039805,7.820277251923286,14913816.648295727,1
1108.3733538318816,5,2,5,18,Unfurnished,Suburban,0.9163461359217117,1.0043513162099384,26.0,191.0,4.892551605514431,7003.594177066193,139845.7741310761,6.409506876329184,7762597.166912293,0
1338.9692418971622,4,3,21,2,Semi-furnished,Suburban,21.661647724665087,2.7264920308622522,69.0,131.0,7.006995544555625,6598.277159046769,173471.14213570085,5.818892215685563,8834890.165476214,1
1906.7586086848348,2,1,0,4,Unfurnished,Residential,3.245869397305868,4.546972952664472,83.0,98.0,9.237113540506778,5319.602684573569,195614.34217302818,7.3413545181696005,10143198.21359361,0
884.5678417830223,3,4,3,20,Unfurnished,IT Hub,1.9771350426361418,5.211664159393624,75.0,162.0,7.149120332276323,7900.937235417063,69049.90290999218,8.418322463850886,6988914.998395991,0
1613.7299673020648,3,4,28,17,Semi-furnished,Downtown,5.490164051031294,0.9523641110990928,97.0,218.0,8.921839522510533,6441.080510051764,117718.1315305159,9.78135032026861,10394164.6408758,0
2153.571377141214,3,2,20,0,Unfurnished,Residential,2.5947443158097427,0.38125756506446656,84.0,240.0,10.69188082412767,5076.554254368752,72626.6083452026,7.034802947010988,10932721.936713,0
696.2583827193862,2,3,25,7,Fully-furnished,Suburban,6.124093030567035,4.879993337753014,33.0,272.0,9.17830720216128,9619.075797522424,58355.21689488871,8.995519883203063,6697362.158038153,1
